PARAJE;MES;TMED;TMAX;TMIN;HRMED;HRMAX;HRMIN;PREC;RADMED;VVMED;VVMAX;DVMED;ETO;FECHA
Cañada Del Judío;Enero;8.79;13.22;4.56;71.48;85.61;54.13;0.52;96.37;1.93;9.1;185.8;1.54;27/01/2025
Cañada Del Judío;Enero;8.86;14.51;4.19;61.79;78.83;37.85;0.04;121.24;2.05;9.31;237.63;2.0;28/01/2025
Cañada Del Judío;Enero;9.15;14.56;4.76;58.54;75.92;37.25;0.15;112.14;1.95;8.57;269.19;1.89;29/01/2025
Cañada Del Judío;Enero;10.14;15.81;5.53;55.36;73.11;33.3;0.0;138.21;2.2;9.79;266.41;2.2;30/01/2025
Cañada Del Judío;Enero;9.74;15.99;4.46;60.28;79.21;39.29;0.69;122.65;1.96;9.01;233.68;1.9;31/01/2025
Cañada Del Judío;Febrero;10.0;16.64;4.32;58.22;82.12;30.7;0.2;140.64;1.93;8.81;263.09;2.09;01/02/2025
Cañada Del Judío;Febrero;8.51;13.68;3.56;59.83;82.01;38.38;0.75;129.88;2.31;9.0;218.88;1.95;02/02/2025
Cañada Del Judío;Febrero;8.01;14.09;2.94;56.53;77.45;31.51;0.05;139.49;2.39;9.35;239.26;2.14;03/02/2025
Cañada Del Judío;Febrero;8.44;14.93;2.84;54.11;76.67;33.36;0.38;136.07;2.08;8.73;274.32;2.04;04/02/2025
Cañada Del Judío;Febrero;9.41;15.36;3.95;56.17;78.02;35.08;0.0;129.41;2.29;10.25;261.4;2.12;05/02/2025
Cañada Del Judío;Febrero;10.06;16.37;4.63;54.35;73.19;32.32;0.0;151.42;2.4;9.21;185.59;2.42;06/02/2025
Cañada Del Judío;Febrero;9.29;14.71;4.66;53.53;70.11;33.25;0.16;138.23;2.35;9.02;208.01;2.32;07/02/2025
Cañada Del Judío;Febrero;8.34;14.3;2.88;55.99;73.25;35.12;0.13;140.64;2.08;8.63;260.99;2.11;08/02/2025
Cañada Del Judío;Febrero;8.47;14.45;3.18;57.39;76.93;33.8;0.05;136.52;1.96;8.38;220.26;2.01;09/02/2025
Cañada Del Judío;Febrero;8.94;14.86;4.16;58.98;76.49;38.28;0.16;127.28;2.18;8.63;152.39;2.19;10/02/2025
Cañada Del Judío;Febrero;9.02;14.13;5.19;59.38;80.52;36.31;0.67;127.61;2.16;9.08;223.35;2.04;11/02/2025
Cañada Del Judío;Febrero;8.93;13.72;4.5;58.95;76.85;41.09;1.15;130.79;2.14;9.26;223.82;2.06;12/02/2025
Cañada Del Judío;Febrero;9.72;15.03;4.97;60.69;79.3;39.05;0.08;125.08;1.97;8.46;217.39;2.07;13/02/2025
Cañada Del Judío;Febrero;10.16;15.58;4.92;60.6;82.77;38.67;0.21;143.2;2.19;9.29;186.72;2.21;14/02/2025
Cañada Del Judío;Febrero;9.12;14.53;4.23;67.63;88.11;43.45;0.65;133.08;2.11;8.24;174.31;1.97;15/02/2025
Cañada Del Judío;Febrero;8.58;14.25;3.87;66.98;85.1;44.45;0.11;127.3;1.61;6.89;168.9;1.8;16/02/2025
Cañada Del Judío;Febrero;8.51;13.85;3.72;70.91;89.61;48.08;0.27;120.5;1.89;8.59;193.5;1.72;17/02/2025
Cañada Del Judío;Febrero;9.23;13.53;5.45;73.54;91.33;51.8;1.21;106.47;1.91;7.27;134.48;1.62;18/02/2025
Cañada Del Judío;Febrero;9.53;13.9;5.54;72.03;91.04;49.4;1.3;117.88;2.04;7.91;191.42;1.77;19/02/2025
Cañada Del Judío;Febrero;9.86;15.55;5.27;68.98;91.14;39.51;0.16;164.23;1.61;7.54;176.83;2.11;20/02/2025
Cañada Del Judío;Febrero;9.49;15.03;4.61;69.69;89.95;43.35;0.53;145.28;1.74;7.67;193.61;2.01;21/02/2025
Cañada Del Judío;Febrero;10.73;17.73;4.6;57.33;81.45;30.7;0.13;172.82;1.97;8.55;245.39;2.6;22/02/2025
Cañada Del Judío;Febrero;11.09;18.04;4.71;51.59;73.99;28.08;0.06;170.7;1.9;8.83;233.35;2.72;23/02/2025
Cañada Del Judío;Febrero;10.45;16.74;4.97;54.61;78.36;33.35;0.95;162.97;2.08;8.61;192.58;2.54;24/02/2025
Cañada Del Judío;Febrero;10.86;17.62;4.86;54.45;76.89;29.04;0.0;161.8;1.94;8.37;228.66;2.67;25/02/2025
Cañada Del Judío;Febrero;11.81;18.27;6.04;51.59;73.6;30.84;0.02;163.16;1.98;8.62;283.36;2.84;26/02/2025
Cañada Del Judío;Febrero;10.99;17.36;5.29;53.6;79.95;28.56;0.22;157.1;2.19;10.91;220.86;2.78;27/02/2025
Cañada Del Judío;Febrero;11.03;17.34;5.21;54.39;74.32;34.02;1.15;152.09;2.54;10.48;223.95;2.79;28/02/2025
Cañada Del Judío;Marzo;11.54;17.72;5.73;53.9;76.54;31.14;0.09;182.26;1.86;8.55;253.71;2.71;01/03/2025
Cañada Del Judío;Marzo;12.32;18.83;6.46;54.41;75.4;29.86;1.26;186.0;1.9;9.05;202.84;2.95;02/03/2025
Cañada Del Judío;Marzo;12.07;18.31;6.43;58.71;79.89;34.88;1.6;165.69;2.08;10.35;203.94;2.88;03/03/2025
Cañada Del Judío;Marzo;11.65;16.69;7.02;58.9;80.03;36.64;0.98;164.24;2.69;11.26;275.15;2.99;04/03/2025
Cañada Del Judío;Marzo;11.29;16.98;6.12;58.35;75.3;38.45;0.75;164.7;2.43;10.27;241.04;2.81;05/03/2025
Cañada Del Judío;Marzo;11.07;17.18;5.05;56.12;79.89;31.41;0.41;188.96;2.34;10.16;232.49;2.97;06/03/2025
Cañada Del Judío;Marzo;11.27;17.05;5.75;51.7;75.61;29.13;0.5;186.57;2.36;10.19;238.65;3.17;07/03/2025
Cañada Del Judío;Marzo;10.76;16.69;5.13;51.73;77.92;30.8;0.57;180.39;2.1;9.25;247.24;2.79;08/03/2025
Cañada Del Judío;Marzo;11.19;18.23;4.79;52.77;80.06;26.55;0.16;194.94;2.16;8.4;223.36;3.04;09/03/2025
Cañada Del Judío;Marzo;11.56;18.45;5.25;51.29;74.67;26.56;0.11;193.39;1.94;8.78;212.7;3.08;10/03/2025
Cañada Del Judío;Marzo;12.11;19.08;6.12;52.21;74.23;31.4;0.65;191.15;1.95;8.59;196.88;3.1;11/03/2025
Cañada Del Judío;Marzo;12.51;19.27;6.49;55.59;80.64;32.53;1.75;173.29;1.74;7.67;223.31;2.84;12/03/2025
Cañada Del Judío;Marzo;11.19;17.3;5.52;58.5;84.93;32.52;2.8;193.46;2.21;9.18;154.68;2.91;13/03/2025
Cañada Del Judío;Marzo;10.93;17.73;5.0;58.61;80.13;32.0;1.63;193.58;2.19;8.72;152.86;2.88;14/03/2025
Cañada Del Judío;Marzo;11.46;18.92;4.9;54.57;78.46;27.46;0.13;211.35;1.72;7.77;193.41;3.08;15/03/2025
Cañada Del Judío;Marzo;11.99;19.47;5.61;52.76;78.44;24.4;0.05;215.02;1.57;7.85;180.66;3.22;16/03/2025
Cañada Del Judío;Marzo;11.93;19.0;5.59;55.59;77.25;30.74;1.16;193.81;1.74;8.99;208.89;3.11;17/03/2025
Cañada Del Judío;Marzo;11.82;18.05;6.02;60.77;83.37;37.16;1.64;191.67;1.79;7.61;179.04;2.88;18/03/2025
Cañada Del Judío;Marzo;12.43;18.33;6.97;61.56;84.52;36.47;0.05;175.93;2.08;7.76;165.52;2.79;19/03/2025
Cañada Del Judío;Marzo;11.73;16.64;7.45;66.75;88.35;44.16;0.36;152.64;2.33;8.76;153.21;2.46;20/03/2025
Cañada Del Judío;Marzo;11.41;16.7;6.39;69.75;90.35;44.61;5.45;168.97;1.63;8.21;144.08;2.51;21/03/2025
Cañada Del Judío;Marzo;11.69;17.11;6.32;66.2;91.91;41.03;2.95;179.16;1.89;9.49;195.42;2.78;22/03/2025
Cañada Del Judío;Marzo;10.2;14.58;6.0;67.8;85.91;47.4;5.67;164.57;2.1;8.57;175.82;2.44;23/03/2025
Cañada Del Judío;Marzo;10.98;16.62;6.17;65.53;84.35;42.9;1.72;181.3;1.93;8.55;180.84;2.71;24/03/2025
Cañada Del Judío;Marzo;11.62;17.29;6.45;60.09;81.83;37.26;4.44;194.95;2.14;8.62;214.64;3.11;25/03/2025
Cañada Del Judío;Marzo;12.26;18.14;6.64;57.26;79.09;34.19;0.56;213.72;2.34;10.03;224.58;3.43;26/03/2025
Cañada Del Judío;Marzo;13.26;19.24;7.37;54.32;80.91;29.44;0.09;242.82;1.97;9.83;231.49;3.64;27/03/2025
Cañada Del Judío;Marzo;13.75;19.5;8.25;52.5;75.2;30.5;0.38;215.98;2.15;9.07;221.01;3.72;28/03/2025
Cañada Del Judío;Marzo;13.69;19.72;8.08;56.78;80.89;31.95;0.89;206.2;1.98;8.95;185.71;3.49;29/03/2025
Cañada Del Judío;Marzo;14.12;21.07;7.29;53.17;82.09;27.08;0.12;250.64;1.88;8.95;234.97;3.94;30/03/2025
Cañada Del Judío;Marzo;13.92;20.45;7.85;56.73;80.99;31.84;2.42;213.42;1.65;7.7;196.14;3.44;31/03/2025
Cañada Del Judío;Abril;14.32;20.1;8.78;52.98;78.82;31.64;2.08;239.07;1.94;9.0;237.08;3.84;01/04/2025
Cañada Del Judío;Abril;13.38;20.02;6.97;56.7;84.77;31.21;2.8;233.56;1.66;7.67;192.1;3.49;02/04/2025
Cañada Del Judío;Abril;13.41;20.49;6.44;59.58;87.98;29.71;1.31;222.57;1.47;8.32;211.12;3.37;03/04/2025
Cañada Del Judío;Abril;13.54;19.71;7.95;56.97;82.95;30.75;0.0;257.87;1.84;8.19;190.72;3.83;04/04/2025
Cañada Del Judío;Abril;12.7;18.96;7.66;67.12;91.42;35.93;1.95;196.62;1.53;8.64;202.33;3.1;05/04/2025
Cañada Del Judío;Abril;12.84;18.76;7.33;63.1;87.74;36.11;2.16;206.85;1.8;8.43;209.58;3.23;06/04/2025
Cañada Del Judío;Abril;13.44;19.72;7.63;57.84;85.17;32.14;0.47;222.95;1.9;8.13;239.41;3.54;07/04/2025
Cañada Del Judío;Abril;13.88;21.03;7.18;55.34;81.39;27.22;0.05;242.75;1.58;8.08;216.92;3.77;08/04/2025
Cañada Del Judío;Abril;14.22;20.79;8.03;56.23;85.16;30.34;0.37;245.14;1.9;8.59;238.24;3.89;09/04/2025
Cañada Del Judío;Abril;15.12;22.18;8.15;53.02;80.8;27.65;0.18;250.33;1.72;8.16;228.79;4.07;10/04/2025
Cañada Del Judío;Abril;14.69;21.39;8.63;55.57;81.85;30.02;0.53;218.36;1.64;8.88;214.76;3.68;11/04/2025
Cañada Del Judío;Abril;15.05;21.78;8.7;52.91;79.89;28.68;0.17;271.0;2.0;8.66;202.08;4.25;12/04/2025
Cañada Del Judío;Abril;15.03;22.21;8.45;55.64;81.39;28.2;0.44;231.43;1.82;8.12;194.91;3.94;13/04/2025
Cañada Del Judío;Abril;15.3;22.23;8.6;55.13;80.15;30.55;0.3;235.46;1.69;7.9;193.05;3.98;14/04/2025
Cañada Del Judío;Abril;15.22;21.66;9.45;60.03;83.17;36.13;0.9;214.47;1.59;8.12;190.21;3.64;15/04/2025
Cañada Del Judío;Abril;15.21;21.21;9.44;58.49;83.62;34.61;0.45;225.14;1.63;7.98;205.99;3.72;16/04/2025
Cañada Del Judío;Abril;15.37;21.95;9.06;57.77;85.72;31.0;0.09;253.89;1.71;8.6;189.77;4.1;17/04/2025
Cañada Del Judío;Abril;15.31;21.73;9.23;58.7;80.78;35.81;1.14;221.37;1.74;8.71;213.68;3.84;18/04/2025
Cañada Del Judío;Abril;15.09;20.56;10.17;61.67;81.92;40.29;4.93;187.12;1.71;8.17;153.04;3.46;19/04/2025
Cañada Del Judío;Abril;14.82;19.49;10.63;60.19;79.96;40.58;2.34;215.54;2.52;10.4;156.75;3.75;20/04/2025
Cañada Del Judío;Abril;14.38;19.38;9.56;59.69;80.96;39.09;2.23;213.64;2.2;9.79;163.78;3.63;21/04/2025
Cañada Del Judío;Abril;14.61;20.32;8.72;61.53;86.02;37.87;1.39;233.91;1.62;7.8;260.35;3.67;22/04/2025
Cañada Del Judío;Abril;15.35;21.6;9.09;59.25;84.21;31.49;1.12;225.4;1.42;7.63;237.92;3.7;23/04/2025
Cañada Del Judío;Abril;15.67;22.33;9.26;57.44;83.47;35.15;0.03;254.73;1.74;8.24;183.02;4.1;24/04/2025
Cañada Del Judío;Abril;15.87;21.34;11.04;58.26;79.26;35.02;0.96;233.54;1.97;9.87;226.47;4.06;25/04/2025
Cañada Del Judío;Abril;16.1;22.74;9.84;57.51;82.03;31.83;0.91;257.78;1.44;7.35;254.06;4.19;26/04/2025
Cañada Del Judío;Abril;15.75;22.78;9.26;57.57;85.39;32.2;2.62;248.97;1.74;8.35;238.68;4.16;27/04/2025
Cañada Del Judío;Abril;15.55;21.71;9.48;59.04;84.89;37.69;3.42;232.69;1.79;8.76;215.68;3.97;28/04/2025
Cañada Del Judío;Abril;15.36;21.94;9.33;61.84;86.37;35.03;2.47;248.78;1.57;7.93;203.95;4.06;29/04/2025
Cañada Del Judío;Abril;15.18;21.77;9.41;62.87;87.08;34.79;2.24;242.05;1.55;7.69;217.11;3.99;30/04/2025
Cañada Del Judío;Mayo;16.48;23.53;9.27;55.62;86.75;28.28;1.3;286.6;1.42;6.91;181.26;4.48;01/05/2025
Cañada Del Judío;Mayo;16.92;24.4;9.93;54.3;83.69;25.61;0.02;310.72;1.62;7.82;225.42;5.02;02/05/2025
Cañada Del Judío;Mayo;16.42;24.04;8.94;54.36;83.1;24.73;0.87;294.17;1.46;7.78;171.81;4.66;03/05/2025
Cañada Del Judío;Mayo;16.84;24.1;9.57;52.65;80.18;24.61;0.0;277.59;1.58;7.77;228.25;4.63;04/05/2025
Cañada Del Judío;Mayo;17.51;24.29;10.33;51.35;77.84;27.63;0.01;285.78;1.74;8.32;204.32;4.85;05/05/2025
Cañada Del Judío;Mayo;17.56;24.45;10.86;52.36;81.93;26.2;0.07;271.67;1.5;7.05;202.71;4.63;06/05/2025
Cañada Del Judío;Mayo;17.93;25.28;11.09;56.33;84.51;27.77;0.69;279.65;1.57;8.4;221.56;4.8;07/05/2025
Cañada Del Judío;Mayo;18.26;24.97;11.31;56.91;87.08;28.88;5.84;256.96;1.43;7.46;206.54;4.48;08/05/2025
Cañada Del Judío;Mayo;19.19;25.81;12.61;55.32;80.08;31.83;0.08;269.84;1.59;7.94;182.15;4.82;09/05/2025
Cañada Del Judío;Mayo;18.79;25.28;12.29;56.66;81.08;34.91;2.61;262.72;1.47;7.9;206.24;4.59;10/05/2025
Cañada Del Judío;Mayo;18.13;24.98;11.88;57.4;82.59;31.82;1.05;262.72;1.6;8.33;228.26;4.68;11/05/2025
Cañada Del Judío;Mayo;18.01;24.52;11.72;55.43;83.37;30.42;1.42;276.56;1.57;7.98;239.16;4.71;12/05/2025
Cañada Del Judío;Mayo;17.77;24.72;10.83;58.12;86.02;32.22;0.49;267.12;1.45;7.53;232.32;4.5;13/05/2025
Cañada Del Judío;Mayo;18.61;25.31;11.48;53.99;81.72;27.8;0.32;264.85;1.51;8.17;243.04;4.72;14/05/2025
Cañada Del Judío;Mayo;18.09;24.15;11.95;53.51;80.16;30.11;1.07;267.86;1.8;8.36;223.47;4.83;15/05/2025
Cañada Del Judío;Mayo;17.1;23.33;11.15;54.97;82.15;30.05;0.72;271.45;1.61;8.4;214.59;4.58;16/05/2025
Cañada Del Judío;Mayo;17.09;23.91;10.36;54.68;84.68;27.21;0.01;300.28;1.66;8.35;202.17;4.92;17/05/2025
Cañada Del Judío;Mayo;16.8;23.56;10.64;56.54;81.02;29.71;1.3;271.26;1.6;8.44;190.24;4.61;18/05/2025
Cañada Del Judío;Mayo;17.53;24.57;10.84;56.47;84.16;30.2;1.15;276.23;1.64;8.84;184.27;4.8;19/05/2025
Cañada Del Judío;Mayo;17.89;24.64;11.03;57.03;88.6;26.66;0.65;294.85;1.56;8.34;192.4;4.94;20/05/2025
Cañada Del Judío;Mayo;17.62;24.43;10.66;54.87;86.4;26.28;0.45;290.76;1.64;8.77;154.82;4.91;21/05/2025
Cañada Del Judío;Mayo;18.67;25.81;11.06;49.53;81.86;24.5;0.0;324.9;1.62;8.29;215.6;5.45;22/05/2025
Cañada Del Judío;Mayo;19.81;27.43;11.58;43.78;73.57;21.13;0.09;328.66;1.63;8.72;228.61;5.78;23/05/2025
Cañada Del Judío;Mayo;19.03;25.88;12.13;46.85;74.64;24.32;0.57;286.9;1.6;8.04;173.27;5.15;24/05/2025
Cañada Del Judío;Mayo;19.11;26.53;11.22;49.67;80.45;24.48;0.0;298.73;1.6;7.7;160.86;5.32;25/05/2025
Cañada Del Judío;Mayo;19.94;27.18;12.49;48.15;76.99;21.9;0.04;292.96;1.39;7.45;203.59;5.24;26/05/2025
Cañada Del Judío;Mayo;19.84;26.78;13.32;55.14;83.1;30.14;0.81;276.47;1.52;7.42;166.72;5.01;27/05/2025
Cañada Del Judío;Mayo;19.47;26.13;12.59;57.65;86.42;29.17;0.36;294.22;1.62;8.82;181.26;5.16;28/05/2025
Cañada Del Judío;Mayo;19.76;26.63;13.15;49.64;78.75;23.02;0.06;308.46;1.58;8.8;234.29;5.48;29/05/2025
Cañada Del Judío;Mayo;19.66;26.51;12.71;52.06;81.15;27.73;0.99;303.86;1.67;7.9;216.19;5.38;30/05/2025
Cañada Del Judío;Mayo;19.24;25.98;13.32;54.39;80.44;31.14;1.93;276.52;1.65;8.44;184.44;5.04;31/05/2025
Cañada Del Judío;Junio;18.83;25.32;13.04;60.58;85.12;37.87;0.22;276.26;1.36;7.63;214.96;4.67;01/06/2025
Cañada Del Judío;Junio;20.54;27.98;12.56;49.67;80.84;24.03;0.05;322.29;1.51;7.63;169.61;5.67;02/06/2025
Cañada Del Judío;Junio;20.78;28.53;12.77;49.11;80.73;22.34;1.0;309.72;1.49;7.83;169.23;5.6;03/06/2025
Cañada Del Judío;Junio;21.63;28.76;14.0;48.32;77.24;24.24;0.2;309.08;1.49;7.65;185.26;5.65;04/06/2025
Cañada Del Judío;Junio;21.02;28.04;14.08;52.58;84.39;24.51;0.8;294.02;1.83;9.06;173.3;5.62;05/06/2025
Cañada Del Judío;Junio;21.16;28.79;13.08;50.32;83.43;23.6;0.01;320.89;1.48;8.54;191.34;5.76;06/06/2025
Cañada Del Judío;Junio;21.62;29.09;13.52;51.32;83.17;23.62;0.25;321.63;1.55;7.67;163.11;5.87;07/06/2025
Cañada Del Judío;Junio;21.78;27.94;14.51;48.52;73.93;28.62;0.18;284.67;1.8;8.04;172.73;5.54;08/06/2025
Cañada Del Judío;Junio;21.14;27.3;14.77;51.51;76.53;31.19;8.44;252.2;1.6;7.88;181.25;5.0;09/06/2025
Cañada Del Judío;Junio;21.89;28.52;15.12;51.44;82.29;26.12;0.03;305.55;1.61;7.84;217.25;5.67;10/06/2025
Cañada Del Judío;Junio;22.0;29.21;14.47;50.44;80.91;24.65;0.93;301.66;1.52;7.93;182.53;5.66;11/06/2025
Cañada Del Judío;Junio;22.38;29.7;14.98;48.59;76.17;22.7;1.51;320.5;1.64;8.99;210.44;6.15;12/06/2025
Cañada Del Judío;Junio;22.65;29.7;15.34;44.87;71.9;22.18;0.05;314.84;1.52;7.77;215.21;5.96;13/06/2025
Cañada Del Judío;Junio;23.01;30.14;15.53;45.87;70.22;24.76;0.6;315.91;1.6;7.45;218.82;6.11;14/06/2025
Cañada Del Judío;Junio;22.76;29.84;15.89;47.97;75.2;24.06;1.89;315.15;1.68;8.22;197.56;6.16;15/06/2025
Cañada Del Judío;Junio;22.54;29.71;15.41;45.77;76.3;23.01;0.01;301.79;1.63;8.3;222.79;5.89;16/06/2025
Cañada Del Judío;Junio;22.5;29.7;15.04;47.43;74.33;23.64;0.02;319.79;1.58;8.74;220.95;6.03;17/06/2025
Cañada Del Judío;Junio;22.4;29.41;14.73;47.72;73.88;24.95;0.07;325.93;1.56;7.65;208.22;6.05;18/06/2025
Cañada Del Judío;Junio;22.38;29.74;14.57;51.18;83.29;25.11;0.02;316.15;1.54;8.67;221.87;5.87;19/06/2025
Cañada Del Judío;Junio;22.96;30.3;15.47;50.9;83.47;22.86;0.12;330.42;1.66;7.9;196.33;6.24;20/06/2025
Cañada Del Judío;Junio;23.12;30.95;14.99;50.05;84.11;24.67;0.02;333.0;1.51;8.46;175.35;6.19;21/06/2025
Cañada Del Judío;Junio;24.11;32.28;15.25;43.56;73.28;19.92;0.02;323.14;1.46;7.73;183.0;6.27;22/06/2025
Cañada Del Judío;Junio;23.99;32.05;16.31;46.85;76.58;23.51;0.0;322.54;1.61;8.61;160.47;6.35;23/06/2025
Cañada Del Judío;Junio;23.43;30.88;16.05;53.13;82.72;26.84;0.6;315.91;1.66;7.88;200.56;6.09;24/06/2025
Cañada Del Judío;Junio;23.56;31.12;16.02;49.7;78.85;26.13;0.0;299.26;1.59;7.77;209.11;5.94;25/06/2025
Cañada Del Judío;Junio;24.13;31.91;15.9;49.47;82.82;24.46;0.02;328.15;1.6;7.78;175.55;6.31;26/06/2025
Cañada Del Judío;Junio;24.58;32.39;16.21;44.91;73.25;20.4;0.0;320.69;1.69;8.16;178.72;6.52;27/06/2025
Cañada Del Judío;Junio;25.21;32.88;17.05;43.22;73.49;21.23;0.02;321.03;1.55;8.04;185.46;6.38;28/06/2025
Cañada Del Judío;Junio;25.4;32.8;17.52;39.72;67.24;19.22;0.0;322.56;1.73;8.08;211.51;6.7;29/06/2025
Cañada Del Judío;Junio;25.12;32.46;17.27;40.45;64.56;20.53;0.0;323.1;1.7;8.23;193.24;6.55;30/06/2025
Cañada Del Judío;Julio;24.29;31.88;16.16;47.06;75.11;23.49;0.09;307.71;1.51;8.73;178.38;6.11;01/07/2025
Cañada Del Judío;Julio;25.19;32.41;17.76;44.59;73.71;22.19;0.0;303.89;1.66;8.1;171.39;6.32;02/07/2025
Cañada Del Judío;Julio;24.62;32.41;17.06;51.72;83.56;22.51;0.6;298.03;1.48;8.4;199.95;6.0;03/07/2025
Cañada Del Judío;Julio;24.6;32.16;16.85;51.81;85.65;24.86;0.0;327.9;1.65;7.88;182.76;6.42;04/07/2025
Cañada Del Judío;Julio;25.45;33.58;16.96;48.49;79.6;23.07;0.03;331.83;1.52;7.74;180.89;6.59;05/07/2025
Cañada Del Judío;Julio;26.42;34.23;17.65;41.3;70.03;19.59;0.05;304.71;1.39;8.4;205.35;6.25;06/07/2025
Cañada Del Judío;Julio;26.6;34.2;18.73;38.31;68.68;17.62;0.2;321.25;1.5;8.25;194.37;6.57;07/07/2025
Cañada Del Judío;Julio;25.7;33.1;18.15;46.09;75.63;22.22;0.11;295.05;1.36;7.71;186.85;5.98;08/07/2025
Cañada Del Judío;Julio;25.74;33.23;17.98;48.2;78.57;23.33;0.0;316.4;1.47;8.51;207.36;6.26;09/07/2025
Cañada Del Judío;Julio;26.06;33.44;18.85;49.26;78.25;24.99;0.0;321.61;1.49;8.1;195.43;6.4;10/07/2025
Cañada Del Judío;Julio;26.31;34.39;17.8;47.85;79.9;21.18;0.0;329.82;1.4;7.64;176.83;6.5;11/07/2025
Cañada Del Judío;Julio;26.63;34.48;18.65;47.13;75.14;21.8;0.04;310.4;1.42;7.46;175.17;6.34;12/07/2025
Cañada Del Judío;Julio;26.61;33.77;19.52;44.74;76.35;21.54;0.13;320.87;1.54;7.98;192.59;6.57;13/07/2025
Cañada Del Judío;Julio;25.65;32.9;18.61;55.43;89.12;26.75;0.05;297.95;1.48;8.05;170.81;5.97;14/07/2025
Cañada Del Judío;Julio;25.25;32.16;19.01;55.19;89.72;27.41;0.18;291.89;1.54;7.88;207.28;5.94;15/07/2025
Cañada Del Judío;Julio;24.83;31.56;17.84;55.28;86.97;28.57;0.0;296.52;1.6;7.97;170.07;5.91;16/07/2025
Cañada Del Judío;Julio;25.24;32.65;17.46;48.37;75.7;24.48;0.0;313.87;1.61;7.86;187.95;6.31;17/07/2025
Cañada Del Judío;Julio;25.04;32.12;17.58;50.79;77.58;26.65;0.0;310.68;1.67;7.81;188.05;6.2;18/07/2025
Cañada Del Judío;Julio;25.59;33.44;17.23;48.73;80.75;21.62;0.0;313.11;1.55;7.89;215.02;6.3;19/07/2025
Cañada Del Judío;Julio;25.99;33.64;18.08;46.13;75.73;20.66;0.0;313.66;1.59;8.13;185.31;6.44;20/07/2025
Cañada Del Judío;Julio;26.23;34.24;18.44;47.3;77.25;20.94;0.02;299.95;1.5;7.94;171.74;6.26;21/07/2025
Cañada Del Judío;Julio;25.88;33.64;18.51;51.54;81.23;23.45;0.34;302.49;1.59;8.05;159.83;6.26;22/07/2025
Cañada Del Judío;Julio;25.88;33.64;18.23;51.23;79.22;24.88;0.0;304.95;1.53;8.05;161.26;6.2;23/07/2025
Cañada Del Judío;Julio;26.07;33.46;18.31;47.53;76.14;23.37;0.0;303.34;1.55;7.91;188.75;6.15;24/07/2025
Cañada Del Judío;Julio;26.01;33.5;18.44;46.26;75.87;22.2;0.0;316.42;1.49;7.87;175.83;6.31;25/07/2025
Cañada Del Judío;Julio;26.51;34.07;19.01;46.98;73.74;23.54;0.0;311.75;1.52;7.91;198.49;6.34;26/07/2025
Cañada Del Judío;Julio;26.81;34.34;19.06;46.62;77.08;22.56;0.0;309.34;1.63;8.14;177.22;6.43;27/07/2025
Cañada Del Judío;Julio;26.49;34.3;19.06;47.33;74.54;23.39;0.38;297.94;1.51;8.26;177.18;6.19;28/07/2025
Cañada Del Judío;Julio;26.03;34.03;18.37;49.21;74.37;24.33;2.58;302.1;1.53;8.43;195.28;6.16;29/07/2025
Cañada Del Judío;Julio;26.1;33.61;19.0;55.31;83.15;27.87;0.47;303.53;1.55;8.54;176.79;6.12;30/07/2025
Cañada Del Judío;Julio;26.19;33.72;18.96;55.02;84.31;25.54;0.0;285.86;1.53;8.17;180.26;5.89;31/07/2025
Cañada Del Judío;Agosto;26.29;34.02;19.13;52.08;84.14;21.8;0.0;280.94;1.63;8.3;175.3;6.0;01/08/2025
Cañada Del Judío;Agosto;26.94;34.15;19.88;51.54;80.09;24.96;0.22;280.46;1.64;8.38;160.0;5.94;02/08/2025
Cañada Del Judío;Agosto;26.97;34.42;19.87;50.09;84.83;21.78;0.02;292.97;1.52;8.13;182.4;6.1;03/08/2025
Cañada Del Judío;Agosto;26.6;34.47;18.86;53.75;85.27;24.9;0.0;303.37;1.49;7.82;195.71;6.14;04/08/2025
Cañada Del Judío;Agosto;26.96;34.39;19.44;52.46;79.57;26.61;0.0;283.33;1.48;7.94;187.29;5.88;05/08/2025
Cañada Del Judío;Agosto;27.08;34.39;19.35;51.81;84.14;25.38;0.05;283.23;1.53;7.92;173.46;5.88;06/08/2025
Cañada Del Judío;Agosto;27.16;34.86;19.57;46.64;76.73;21.36;0.04;291.66;1.46;8.1;215.48;6.05;07/08/2025
Cañada Del Judío;Agosto;26.51;34.31;19.51;45.18;77.31;17.24;0.04;282.45;1.52;8.19;176.87;6.04;08/08/2025
Cañada Del Judío;Agosto;26.24;33.78;19.44;49.15;74.56;23.26;0.14;282.31;1.51;7.64;194.4;5.81;09/08/2025
Cañada Del Judío;Agosto;26.5;34.3;19.39;49.69;79.91;23.05;0.03;273.53;1.49;8.08;175.04;5.72;10/08/2025
Cañada Del Judío;Agosto;26.6;34.37;19.11;50.05;79.37;23.24;0.02;265.43;1.36;8.01;156.07;5.55;11/08/2025
Cañada Del Judío;Agosto;26.4;33.87;19.54;49.05;79.9;21.12;0.01;276.85;1.49;8.43;188.67;5.81;12/08/2025
Cañada Del Judío;Agosto;25.27;32.32;18.57;52.6;83.59;24.98;4.45;257.17;1.54;9.96;140.21;5.36;13/08/2025
Cañada Del Judío;Agosto;24.85;32.03;18.17;55.54;82.27;25.1;0.0;285.04;1.48;7.55;180.59;5.54;14/08/2025
